section_id,course_id,subject_code,catalog_number,instructors,status,available_seats,waitlist_total,capacity,enrolled,meeting_time,location,instruction_mode,is_asynchronous
,,,,Monica Turner,OPEN,,,25,0,,Birge Hall 158,,
,,,,Monica Turner,OPEN,,,25,8,,Birge Hall 158,,
,,,,Monica Turner,OPEN,,,25,1,,Birge Hall 158,,
,,,,Nathan Atkinson,OPEN,,,40,16,,Law Building 5223,,
,,,,Nathan Atkinson,OPEN,,,40,16,,Law Building 5223,,
,,,,Jessica Scott,OPEN,,,5,1,,,,
,,,,Jessica Scott,OPEN,,,5,0,,,,
,,,,Jessica Scott,OPEN,,,5,0,,,,
,,,,Jessica Scott,OPEN,,,5,1,,,,
,,,,Jessica Scott,OPEN,,,5,0,,,,
,,,,Jessica Scott,OPEN,,,5,0,,,,
,,,,Jessica Scott,OPEN,,,5,1,,,,
,,,,Jessica Scott,OPEN,,,5,0,,,,
,,,,Jessica Scott,OPEN,,,5,0,,,,
,,,,Jessica Scott,OPEN,,,5,1,,,,
,,,,Jessica Scott,CLOSED,,,1,1,,,,
,,,,Kjersti Knox,OPEN,,,16,0,,,,
,,,,Kjersti Knox,OPEN,,,16,0,,,,
,,,,Kjersti Knox,OPEN,,,14,0,,,,
,,,,Kjersti Knox,OPEN,,,16,0,,,,
,,,,Monica Turner,OPEN,,,25,3,,Birge Hall 158,,
,,,,,OPEN,,,40,1,,Genetics-Biotechnology Center Building 1111,,
,,,,,OPEN,,,40,13,,Genetics-Biotechnology Center Building 1111,,
,,,,,OPEN,,,40,0,,Genetics-Biotechnology Center Building 1111,,
,,,,"John Kennan, Chao Fu",OPEN,,,35,8,,,,
,,,,Lisa Bertram,OPEN,,,5,3,,Bardeen Medical Laboratories 341,,
,,,,Kimberly Daniel,OPEN,,,5,1,,,,
,,,,Kimberly Daniel,OPEN,,,5,0,,,,
,,,,Kimberly Daniel,OPEN,,,5,0,,,,
,,,,Kimberly Daniel,OPEN,,,5,1,,,,
,,,,Kimberly Daniel,OPEN,,,5,0,,,,
,,,,Kimberly Daniel,OPEN,,,5,0,,,,
,,,,Kimberly Daniel,OPEN,,,5,1,,,,
,,,,Kimberly Daniel,OPEN,,,5,1,,,,
,,,,Kimberly Daniel,OPEN,,,5,1,,,,
,,,,Kimberly Daniel,OPEN,,,5,1,,,,
,,,,Kimberly Daniel,OPEN,,,5,1,,,,
,,,,Kimberly Daniel,OPEN,,,2,1,,,,
,,,,Ian Bird,OPEN,,,40,15,,Service Memorial Institute 408,,
,,,,Lisa Bertram,OPEN,,,15,0,,Bardeen Medical Laboratories 341,,
,,,,Kjersti Knox,OPEN,,,17,11,,,,
,,,,,CLOSED,,,0,0,,Hasler Laboratory of Limnology 210,,
,,,,,CLOSED,,,0,0,,Hasler Laboratory of Limnology 210,,
,,,,Cathy Lee-Miller,OPEN,,,5,0,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,0,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,0,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,1,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,0,,Online,,
,,,,Cathy Lee-Miller,OPEN,,,5,1,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,0,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,1,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,1,,,,
,,,,Cathy Lee-Miller,OPEN,,,5,0,,,,
,,,,William Tracy,OPEN,,,50,12,,Moore Hall - Agronomy 351,,
,,,,Carol Lee,CLOSED,,,0,0,,Birge Hall 345,,
,,,,Carol Lee,CLOSED,,,0,0,,Birge Hall 345,,
,,,,Jesse Weber,OPEN,,,20,7,,Sterling Hall 1333,,
,,,,Jesse Weber,OPEN,,,20,7,,Sterling Hall 1333,,
,,,,Hani Kuttab,OPEN,,,5,0,,,,
,,,,Hani Kuttab,OPEN,,,5,0,,,,
,,,,Hani Kuttab,OPEN,,,5,0,,,,
,,,,Hani Kuttab,OPEN,,,5,0,,,,
,,,,Hani Kuttab,OPEN,,,5,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Corlin Jewell,OPEN,,,5,1,,,,
,,,,Corlin Jewell,OPEN,,,5,1,,,,
,,,,Corlin Jewell,OPEN,,,10,2,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,5,1,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Corlin Jewell,OPEN,,,5,2,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,5,1,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Etienne Garand,OPEN,,,51,4,,Chemistry Building 1315,,
,,,,,OPEN,,,24,9,,Education Building L177,,
,,,,Corlin Jewell,OPEN,,,10,5,,,,
,,,,Corlin Jewell,OPEN,,,10,5,,,,
,,,,Corlin Jewell,OPEN,,,10,4,,,,
,,,,Corlin Jewell,OPEN,,,10,5,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,1,,,,
,,,,,OPEN,,,3,0,,,,
,,,,,OPEN,,,3,0,,,,
,,,,Erin Brooks,OPEN,,,3,0,,,,
,,,,,OPEN,,,3,0,,,,
,,,,Erin Brooks,OPEN,,,3,2,,,,
,,,,,OPEN,,,3,0,,,,
,,,,David Al-Adra,OPEN,,,5,0,,,,
,,,,David Al-Adra,OPEN,,,5,0,,,,
,,,,David Al-Adra,OPEN,,,6,0,,,,
,,,,David Al-Adra,OPEN,,,5,0,,,,
,,,,David Al-Adra,OPEN,,,5,1,,,,
,,,,David Al-Adra,OPEN,,,6,0,,,,
,,,,David Al-Adra,OPEN,,,5,0,,,,
,,,,David Al-Adra,OPEN,,,5,0,,,,
,,,,David Al-Adra,OPEN,,,6,1,,,,
,,,,David Al-Adra,OPEN,,,6,1,,,,
,,,,David Al-Adra,OPEN,,,5,1,,,,
,,,,David Al-Adra,OPEN,,,6,0,,,,
,,,,David Al-Adra,OPEN,,,5,0,,,,
,,,,,OPEN,,,120,21,,Engineering Hall 1610,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,10,0,,,,
,,,,Corlin Jewell,OPEN,,,15,0,,,,
,,,,Corlin Jewell,OPEN,,,15,6,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Corlin Jewell,OPEN,,,5,0,,,,
,,,,Carla Michini,OPEN,,,10,5,,,,
,,,,Kaibo Liu,OPEN,,,20,8,,Mechanical Engineering Building 1143,,
,,,,Carla Michini,OPEN,,,10,5,,,,
,,,,Kaibo Liu,OPEN,,,20,8,,Mechanical Engineering Building 1143,,
,,,,Jack Temple,OPEN,,,9,8,,,,
,,,,Maxfield Flynn,OPEN,,,5,1,,,,
,,,,Maxfield Flynn,OPEN,,,5,0,,Online,,
,,,,Maxfield Flynn,OPEN,,,5,1,,,,
,,,,Rebecca Busch,OPEN,,,5,1,,,,
,,,,Rebecca Busch,OPEN,,,4,1,,,,
,,,,Rebecca Busch,OPEN,,,5,0,,,,
,,,,Rebecca Busch,OPEN,,,5,1,,,,
,,,,Rebecca Busch,OPEN,,,5,1,,,,
,,,,Rebecca Busch,OPEN,,,5,1,,,,
,,,,Rebecca Busch,OPEN,,,6,1,,,,
,,,,Rebecca Busch,OPEN,,,6,1,,,,
,,,,Rebecca Busch,OPEN,,,6,1,,,,
,,,,Rebecca Busch,OPEN,,,6,1,,,,
,,,,Rebecca Busch,OPEN,,,6,0,,,,
,,,,Rebecca Busch,OPEN,,,6,1,,,,
,,,,James Pustejovsky,OPEN,,,20,12,,Educational Sciences 218,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Rachel Engen,OPEN,,,5,0,,,,
,,,,Lianyi Chen,OPEN,,,46,7,,Mechanical Engineering Building 1156,,
,,,,Allison Mahvi,OPEN,,,46,13,,Mechanical Engineering Building 1156,,
,,,,Lianyi Chen,OPEN,,,46,7,,Mechanical Engineering Building 1156,,
,,,,Allison Mahvi,OPEN,,,46,13,,Mechanical Engineering Building 1156,,
,,,,"Ananth Seshadri, Carter Braxton",OPEN,,,32,5,,,,
,,,,David Kaplan,OPEN,,,30,14,,Educational Sciences 304,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,David Bernhardt,OPEN,,,5,0,,,,
,,,,David Bernhardt,OPEN,,,8,0,,,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,David Bernhardt,OPEN,,,5,1,,Online,,
,,,,David Bernhardt,OPEN,,,5,1,,,,
,,,,Tonghai Yang,OPEN,,,20,5,,Van Vleck Hall B321,,
,,,,Tonghai Yang,OPEN,,,20,1,,Van Vleck Hall B321,,
,,,,Michael Rock,CLOSED,,,1,1,,,,
,,,,Michael Rock,CLOSED,,,1,1,,,,
,,,,Michael Rock,CLOSED,,,1,1,,,,
,,,,Michael Rock,OPEN,,,4,1,,,,
,,,,Michael Rock,OPEN,,,5,0,,,,
,,,,Michael Rock,OPEN,,,5,0,,,,
,,,,Michael Rock,OPEN,,,5,0,,,,
,,,,Michael Rock,OPEN,,,5,0,,,,
,,,,"Laura Schechter, Fernanda Rojas Ampuero",OPEN,,,30,15,,,,
,,,,Sara Mckinnon,CLOSED,,,15,15,,Vilas Hall 6041,,
,,,,Jenell Johnson,OPEN,,,15,7,,Vilas Hall 6041,,
,,,,Catalina Toma,OPEN,,,12,10,,Vilas Hall 6041,,
,,,,Corlin Jewell,OPEN,,,2,1,,,,
,,,,Qunying Huang,WAITLISTED,,,0,4,,Science Hall 378,,
,,,,Aboud Affi,OPEN,,,5,0,,,,
,,,,Aboud Affi,OPEN,,,5,1,,,,
,,,,Aboud Affi,OPEN,,,5,0,,,,
,,,,Aboud Affi,OPEN,,,5,0,,,,
,,,,Aboud Affi,OPEN,,,5,0,,,,
,,,,Aboud Affi,OPEN,,,5,0,,,,
,,,,Aboud Affi,OPEN,,,5,0,,,,
,,,,Aboud Affi,CLOSED,,,2,2,,,,
,,,,Aboud Affi,OPEN,,,5,1,,,,
,,,,Aboud Affi,OPEN,,,5,1,,,,
,,,,Aboud Affi,OPEN,,,5,1,,,,
,,,,Aboud Affi,OPEN,,,5,0,,,,
,,,,Irene Ong,CLOSED,,,4,4,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,Online,,
,,,,Dominic Co,OPEN,,,5,0,,Online,,
,,,,Dominic Co,OPEN,,,1,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,1,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dominic Co,OPEN,,,5,0,,,,
,,,,Dan Lynch,WAITLISTED,,,5,6,,Grainger Hall 4125,,
,,,,Craig Thompson,OPEN,,,10,3,,Grainger Hall 3339,,
,,,,Craig Thompson,OPEN,,,10,3,,Grainger Hall 3339,,
,,,,David Andes,OPEN,,,5,1,,,,
,,,,David Andes,OPEN,,,5,1,,,,
,,,,David Andes,OPEN,,,5,2,,,,
,,,,David Andes,OPEN,,,5,3,,,,
,,,,David Andes,OPEN,,,5,1,,,,
,,,,David Andes,OPEN,,,5,2,,,,
,,,,David Andes,OPEN,,,5,3,,Online,,
,,,,David Andes,OPEN,,,5,0,,,,
,,,,David Andes,OPEN,,,5,2,,,,
,,,,David Andes,OPEN,,,5,2,,,,
,,,,David Andes,OPEN,,,5,1,,,,
,,,,David Andes,OPEN,,,5,2,,,,
,,,,David Andes,OPEN,,,5,1,,,,
,,,,Gregory Demuri,OPEN,,,5,0,,,,
,,,,Gregory Demuri,OPEN,,,5,0,,,,
,,,,Gregory Demuri,OPEN,,,5,0,,,,
,,,,Gregory Demuri,OPEN,,,5,0,,,,
,,,,Gregory Demuri,OPEN,,,5,0,,,,
,,,,Gregory Demuri,OPEN,,,5,0,,,,
,,,,Gregory Demuri,CLOSED,,,1,1,,,,
,,,,Gregory Demuri,OPEN,,,5,1,,,,
,,,,Gregory Demuri,OPEN,,,5,0,,,,
,,,,Gregory Demuri,CLOSED,,,1,1,,,,
,,,,Gregory Demuri,CLOSED,,,1,1,,,,
,,,,Gregory Demuri,CLOSED,,,1,1,,,,
,,,,"Cooper Rosin, Hilary Habeck Hunt",OPEN,,,30,26,,Science Hall 110,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Ambar Haleem,OPEN,,,1,0,,,,
,,,,Ambar Haleem,OPEN,,,1,0,,,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Ambar Haleem,CLOSED,,,1,1,,,,
,,,,Sebastien Plante,OPEN,,,30,1,,Grainger Hall 2335,,
,,,,,CLOSED,,,1,1,,,,
,,,,,OPEN,,,20,0,,Grainger Hall 3339,,
,,,,James Doyle,CLOSED,,,12,18,,MORGRIDGE 2538,,
,,,,James Doyle,CLOSED,,,12,18,,MORGRIDGE 2538,,
,,,,,OPEN,,,15,5,,,,
,,,,"Erica Halverson, Nicole Louie",OPEN,,,20,17,,Teacher Education 267,,
,,,,Li-Ching Ho,OPEN,,,20,11,,Teacher Education 229,,
,,,,"Chris Kirchgasler, Peter Mcdonald",OPEN,,,20,10,,Teacher Education 267,,
,,,,"Chris Kirchgasler, Peter Mcdonald",OPEN,,,20,10,,Teacher Education 267,,
,,,,Li-Ching Ho,OPEN,,,20,11,,Teacher Education 229,,
,,,,"Erica Halverson, Nicole Louie",OPEN,,,20,17,,Teacher Education 267,,
,,,,,OPEN,,,15,8,,MORGRIDGE 4616,,
,,,,,OPEN,,,15,8,,MORGRIDGE 4616,,
,,,,Barry Gerhart,OPEN,,,10,3,,Grainger Hall 3325,,
,,,,Joseph Miller,OPEN,,,20,9,,Van Vleck Hall B211,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,Kathleen Kastner,CLOSED,,,1,1,,,,
,,,,Kathleen Kastner,OPEN,,,5,0,,,,
,,,,,OPEN,,,5,2,,,,
,,,,Meghan Kautzer,OPEN,,,48,34,,Ingraham Hall 115,,
,,,,Tripti Singh,OPEN,,,5,1,,Online,,
,,,,Tripti Singh,OPEN,,,5,0,,,,
,,,,Tripti Singh,OPEN,,,5,0,,,,
,,,,Tripti Singh,OPEN,,,5,0,,,,
,,,,Tripti Singh,OPEN,,,5,1,,,,
,,,,Tripti Singh,OPEN,,,5,0,,,,
,,,,Tripti Singh,OPEN,,,5,0,,,,
,,,,Tripti Singh,OPEN,,,5,2,,,,
,,,,Tripti Singh,OPEN,,,5,3,,,,
,,,,Tripti Singh,OPEN,,,5,0,,,,
,,,,Tripti Singh,OPEN,,,5,1,,,,
,,,,Tripti Singh,OPEN,,,5,0,,,,
,,,,,OPEN,,,15,0,,,,
,,,,"Charles Engel, Louphou Coulibaly",OPEN,,,15,5,,,,
,,,,Kelly Wright,OPEN,,,10,3,,Van Hise Hall 1151,,
,,,,Kelly Wright,OPEN,,,10,3,,Van Hise Hall 1151,,
,,,,Martin Ganco,OPEN,,,10,2,,Grainger Hall 3339,,
,,,,Edward Boswell,OPEN,,,20,8,,Music Hall 109,,
,,,,Edward Boswell,OPEN,,,20,8,,Music Hall 109,,
,,,,Edward Boswell,OPEN,,,20,8,,Music Hall 109,,
,,,,Edward Boswell,OPEN,,,20,8,,Music Hall 109,,
,,,,Edward Boswell,OPEN,,,20,8,,Music Hall 109,,
,,,,Edward Boswell,OPEN,,,20,8,,Music Hall 109,,
,,,,Dayin Zhang,OPEN,,,10,1,,Grainger Hall 3325,,
,,,,Matthew Otten,CLOSED,,,0,0,,Online,,
,,,,Julian Cooper,CLOSED,,,0,0,,Online,,
,,,,Fang Liu,CLOSED,,,0,0,,Online,,
,,,,Michael Thomas,OPEN,,,3,1,,Online,,
,,,,Annie Bauer,CLOSED,,,0,0,,Online,,
,,,,Reid Van Lehn,OPEN,,,3,1,,Online,,
,,,,Victor Zavala Tejeda,CLOSED,,,0,0,,Online,,
,,,,Deniz Yavuz,CLOSED,,,0,0,,Online,,
,,,,Pupa Gilbert,CLOSED,,,0,0,,Online,,
,,,,Christy Remucal,CLOSED,,,0,0,,Online,,
,,,,Daniel Rhodes,CLOSED,,,0,0,,Online,,
,,,,Zoe Todd,OPEN,,,10,1,,Online,,
,,,,Eszter Boros,OPEN,,,15,1,,Online,,
,,,,Amy Weeks,CLOSED,,,0,0,,Online,,
,,,,Xuhui Huang,OPEN,,,10,0,,Online,,
,,,,Dan Weix,OPEN,,,20,1,,Online,,
,,,,Lian Yu,OPEN,,,5,0,,Online,,
,,,,Ying Ge,OPEN,,,15,0,,Online,,
,,,,John Berry,OPEN,,,10,1,,Online,,
,,,,Tehshik Yoon,OPEN,,,20,0,,Online,,
,,,,John Denu,CLOSED,,,0,0,,Online,,
,,,,Padma Gopalan,OPEN,,,2,0,,Online,,
,,,,Heather Barkholtz,CLOSED,,,0,0,,Online,,
,,,,Lingjun Li,OPEN,,,20,3,,Online,,
,,,,Bradley Bolling,CLOSED,,,0,0,,Online,,
,,,,Yuan Ping,CLOSED,,,0,0,,Online,,
,,,,Irene Ong,CLOSED,,,0,0,,Online,,
,,,,David Lynn,CLOSED,,,0,0,,Online,,
,,,,Silvia Cavagnero,CLOSED,,,0,0,,Online,,
,,,,Shannon Stahl,OPEN,,,20,2,,Online,,
,,,,Thomas Brunold,CLOSED,,,0,0,,Online,,
,,,,Jennifer Golden,OPEN,,,4,0,,Online,,
,,,,Kyoung-Shin Choi,OPEN,,,15,1,,Online,,
,,,,Susanna Widicus Weaver,OPEN,,,10,1,,Online,,
,,,,Lloyd Smith,OPEN,,,10,2,,Online,,
,,,,Samuel Gellman,OPEN,,,20,1,,Online,,
,,,,Yang Yang,OPEN,,,6,1,,Online,,
,,,,John Wright,OPEN,,,10,0,,Online,,
,,,,Robert Hamers,CLOSED,,,0,0,,Online,,
,,,,Katrina Forest,CLOSED,,,0,0,,Online,,
,,,,Etienne Garand,CLOSED,,,0,0,,Online,,
,,,,Helen Blackwell,OPEN,,,10,0,,Online,,
,,,,Tina Wang,OPEN,,,6,1,,Online,,
,,,,Martin Zanni,OPEN,,,20,0,,Online,,
,,,,Josh Coon,OPEN,,,15,2,,Online,,
,,,,Timothy Bertram,OPEN,,,15,0,,Online,,
,,,,Jennifer Schomaker,OPEN,,,20,2,,Online,,
,,,,Marcel Schreier,CLOSED,,,0,0,,Online,,
,,,,Uwe Bergmann,OPEN,,,10,0,,Online,,
,,,,Arun Yethiraj,OPEN,,,5,0,,Online,,
,,,,Ive Hermans,OPEN,,,15,0,,Online,,
,,,,Gil Nathanson,OPEN,,,5,0,,Online,,
,,,,Robert Mcmahon,CLOSED,,,0,0,,Online,,
,,,,Sam Pazicni,OPEN,,,25,1,,Online,,
,,,,Randall Goldsmith,OPEN,,,17,1,,Online,,
,,,,Daniel Fredrickson,OPEN,,,25,0,,Online,,
,,,,Jeffrey Martell,OPEN,,,20,0,,Online,,
,,,,Allan Brasier,CLOSED,,,0,0,,Online,,
,,,,J.R. Schmidt,CLOSED,,,0,0,,Online,,
,,,,AJ Boydston,OPEN,,,15,0,,Online,,
,,,,Ryan Stowe,OPEN,,,5,0,,Online,,
,,,,Song Jin,OPEN,,,25,1,,Online,,
,,,,Weiping Tang,OPEN,,,3,0,,Online,,
,,,,Zachary Wickens,OPEN,,,8,0,,Online,,
,,,,Micheline Soley,OPEN,,,10,0,,Online,,
,,,,Andrew Buller,OPEN,,,10,0,,Online,,
,,,,Matt Calvert,OPEN,,,12,6,,Nancy Nicholas Hall 4198,,
,,,,Nizar Jarjour,OPEN,,,5,0,,,,
,,,,Nizar Jarjour,OPEN,,,5,0,,,,
,,,,Nizar Jarjour,OPEN,,,5,1,,,,
,,,,Nizar Jarjour,OPEN,,,5,0,,Online,,
,,,,Nizar Jarjour,OPEN,,,5,1,,,,
,,,,Nizar Jarjour,OPEN,,,5,1,,,,
,,,,Nizar Jarjour,OPEN,,,5,1,,,,
,,,,Nizar Jarjour,OPEN,,,5,1,,,,
,,,,Nizar Jarjour,OPEN,,,5,1,,,,
,,,,Nizar Jarjour,OPEN,,,3,1,,,,
,,,,Nizar Jarjour,OPEN,,,5,1,,,,
,,,,Kata Beilin,OPEN,,,25,1,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,0,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,2,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,1,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,0,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,9,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,2,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,0,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,2,,Van Hise Hall 1120,,
,,,,Kata Beilin,OPEN,,,25,5,,Van Hise Hall 1120,,
,,,,,CLOSED,,,4,4,,,,
,,,,,OPEN,,,4,1,,,,
,,,,Robert Freeland,OPEN,,,15,1,,Sewell Social Sciences 8108,,
,,,,Ray King,OPEN,,,1,0,,,,
,,,,"J. Kelleher, Carrie Thiessen",OPEN,,,15,10,,,,
,,,,,OPEN,,,15,8,,Mosse Humanities Building 1221,,
,,,,Chloe Hart,OPEN,,,20,5,,Sewell Social Sciences 8411,,
,,,,"J. Kelleher, Carrie Thiessen",OPEN,,,15,0,,,,
,,,,Nan Enstad,OPEN,,,12,1,,Agricultural Hall 354A,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,1,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,1,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Paul Bergl,OPEN,,,5,1,,,,
,,,,Paul Bergl,OPEN,,,5,0,,,,
,,,,Nan Enstad,OPEN,,,12,3,,Agricultural Hall 354A,,
,,,,Mosi Ifatunji,OPEN,,,15,0,,Sewell Social Sciences 8108,,
,,,,Mosi Ifatunji,OPEN,,,15,0,,Sewell Social Sciences 8108,,
,,,,Dan Lynch,CLOSED,,,0,0,,Online,,
,,,,Brian Mayhew,OPEN,,,3,0,,Online,,
,,,,Emily Griffith,CLOSED,,,1,1,,Online,,
,,,,Fabio Gaertner,OPEN,,,3,0,,Online,,
,,,,Tom Linsmeier,OPEN,,,3,0,,Online,,
,,,,Karla Zehms,OPEN,,,3,1,,Online,,
,,,,Willie Choi,CLOSED,,,1,1,,Online,,
,,,,Stacie Kelley,OPEN,,,3,0,,Online,,
,,,,Samuel England,CLOSED,,,0,0,,Online,,
,,,,Luis Madureira,CLOSED,,,0,1,,Online,,
,,,,Nevine El Nossery,CLOSED,,,0,0,,Online,,
,,,,Matthew Brown,CLOSED,,,0,3,,Online,,
,,,,K.D. Thompson,CLOSED,,,0,1,,Online,,
,,,,Mustafa Mustafa,CLOSED,,,0,0,,Online,,
,,,,Jacqueline-Bethel Mougoue,CLOSED,,,0,1,,Online,,
,,,,Marissa Moorman,CLOSED,,,0,0,,Online,,
,,,,Paul Dower,OPEN,,,10,2,,Online,,
,,,,Chuck Nicholson,CLOSED,,,0,0,,Online,,
,,,,Dominic Parker,OPEN,,,10,1,,Online,,
,,,,Sheldon Du,OPEN,,,10,0,,Online,,
,,,,Thomas Rutherford,OPEN,,,10,0,,Online,,
,,,,Daniel Phaneuf,OPEN,,,10,1,,Online,,
,,,,Corbett Grainger,OPEN,,,10,2,,Online,,
,,,,Guanming Shi,OPEN,,,10,3,,Online,,
,,,,Jennifer Raynor,OPEN,,,10,0,,Online,,
,,,,Paul Mitchell,OPEN,,,10,0,,Online,,
,,,,Jeremy Foltz,OPEN,,,10,2,,Online,,
,,,,Steven Deller,OPEN,,,10,1,,Online,,
,,,,Jeffrey Hadachek,OPEN,,,10,0,,Online,,
,,,,Rhiannon Jerch,OPEN,,,10,0,,Online,,
,,,,Dustin Frye,OPEN,,,10,0,,Online,,
,,,,Priya Mukherjee,OPEN,,,10,2,,Online,,
,,,,Andrew Stevens,OPEN,,,10,1,,Online,,
,,,,Sarah Johnston,OPEN,,,10,0,,Online,,
,,,,Tessa Conroy,OPEN,,,10,0,,Online,,
,,,,Sarah Adcock,OPEN,,,5,1,,Online,,
,,,,Claudia Calderon,OPEN,,,5,0,,Online,,
,,,,Francisco Arriaga,OPEN,,,5,1,,Online,,
,,,,Edna Ledesma,OPEN,,,5,1,,Online,,
,,,,Steven Hall,OPEN,,,5,1,,Online,,
,,,,Margaret Kalcic,OPEN,,,5,0,,Online,,
,,,,Thea Whitman,OPEN,,,5,0,,Online,,
,,,,Holly Gibbs,OPEN,,,5,0,,Online,,
,,,,Russell Groves,OPEN,,,5,0,,Online,,
